"Grid","Lon","Lat","siteid"
"0025/0046",-89.38,40.15,"40.15|-89.38"
"0025/0046",-89.38,40.21,"40.21|-89.38"
"0025/0046",-89.38,40.25,"40.25|-89.38"
"0025/0046",-89.38,40.29,"40.29|-89.38"
"0025/0046",-89.38,40.36,"40.36|-89.38"
"0025/0046",-89.38,40.38,"40.38|-89.38"
"0025/0046",-89.38,40.46,"40.46|-89.38"
"0025/0046",-89.38,40.47,"40.47|-89.38"
"0025/0046",-89.38,40.54,"40.54|-89.38"
"0025/0046",-89.38,40.57,"40.57|-89.38"
"0025/0046",-89.38,40.62,"40.62|-89.38"
"0025/0046",-89.38,40.68,"40.68|-89.38"
"0025/0046",-89.38,40.71,"40.71|-89.38"
"0025/0046",-89.38,40.79,"40.79|-89.38"
"0025/0046",-89.38,40.88,"40.88|-89.38"
"0025/0046",-89.38,40.89,"40.89|-89.38"
"0025/0046",-89.38,40.96,"40.96|-89.38"
"0025/0046",-89.38,41,"41|-89.38"
"0025/0046",-89.38,41.04,"41.04|-89.38"
"0025/0046",-89.38,41.11,"41.11|-89.38"
"0025/0046",-89.38,41.12,"41.12|-89.38"
"0025/0046",-89.38,41.21,"41.21|-89.38"
"0025/0046",-89.38,41.29,"41.29|-89.38"
"0025/0046",-89.38,41.32,"41.32|-89.38"
"0025/0046",-89.38,41.38,"41.38|-89.38"
"0025/0046",-89.38,41.43,"41.43|-89.38"
"0025/0046",-89.38,41.46,"41.46|-89.38"
"0025/0046",-89.38,41.53,"41.53|-89.38"
"0025/0046",-89.38,41.54,"41.54|-89.38"
"0025/0046",-89.38,41.62,"41.62|-89.38"
"0025/0046",-89.38,41.64,"41.64|-89.38"
"0025/0046",-89.38,41.71,"41.71|-89.38"
"0025/0046",-89.38,41.75,"41.75|-89.38"
"0025/0046",-89.38,41.79,"41.79|-89.38"
"0025/0046",-89.38,41.88,"41.88|-89.38"
"0025/0046",-89.38,41.96,"41.96|-89.38"
"0024/0046",-89.38,42.04,"42.04|-89.38"
"0024/0046",-89.38,42.12,"42.12|-89.38"
"0024/0046",-89.38,42.21,"42.21|-89.38"
"0024/0046",-89.38,42.29,"42.29|-89.38"
"0024/0046",-89.38,42.38,"42.38|-89.38"
"0024/0046",-89.38,42.46,"42.46|-89.38"
"0024/0046",-89.38,42.54,"42.54|-89.38"
"0024/0046",-89.38,42.62,"42.62|-89.38"
"0024/0046",-89.38,42.71,"42.71|-89.38"
"0024/0046",-89.38,42.79,"42.79|-89.38"
"0024/0046",-89.38,42.88,"42.88|-89.38"
"0027/0046",-89.46,37.46,"37.46|-89.46"
"0027/0046",-89.46,37.54,"37.54|-89.46"
"0027/0046",-89.46,37.62,"37.62|-89.46"
"0027/0046",-89.46,37.71,"37.71|-89.46"
"0027/0046",-89.46,37.79,"37.79|-89.46"
"0027/0046",-89.46,37.88,"37.88|-89.46"
"0027/0046",-89.46,37.96,"37.96|-89.46"
"0026/0046",-89.46,38.04,"38.04|-89.46"
"0026/0046",-89.46,38.12,"38.12|-89.46"
"0026/0046",-89.46,38.21,"38.21|-89.46"
"0026/0046",-89.46,38.29,"38.29|-89.46"
"0026/0046",-89.46,38.38,"38.38|-89.46"
"0026/0046",-89.46,38.46,"38.46|-89.46"
"0026/0046",-89.46,38.54,"38.54|-89.46"
"0026/0046",-89.46,38.62,"38.62|-89.46"
"0026/0046",-89.46,38.71,"38.71|-89.46"
"0026/0046",-89.46,38.79,"38.79|-89.46"
"0026/0046",-89.46,38.88,"38.88|-89.46"
"0026/0046",-89.46,38.96,"38.96|-89.46"
"0026/0046",-89.46,39.04,"39.04|-89.46"
"0026/0046",-89.46,39.12,"39.12|-89.46"
"0026/0046",-89.46,39.21,"39.21|-89.46"
"0026/0046",-89.46,39.29,"39.29|-89.46"
"0026/0046",-89.46,39.38,"39.38|-89.46"
"0026/0046",-89.46,39.46,"39.46|-89.46"
"0026/0046",-89.46,39.54,"39.54|-89.46"
"0026/0046",-89.46,39.62,"39.62|-89.46"
"0026/0046",-89.46,39.71,"39.71|-89.46"
"0026/0046",-89.46,39.79,"39.79|-89.46"
"0026/0046",-89.46,39.88,"39.88|-89.46"
"0026/0046",-89.46,39.96,"39.96|-89.46"
"0025/0046",-89.46,40.04,"40.04|-89.46"
"0025/0046",-89.46,40.12,"40.12|-89.46"
"0025/0046",-89.46,40.15,"40.15|-89.46"
"0025/0046",-89.46,40.21,"40.21|-89.46"
"0025/0046",-89.46,40.25,"40.25|-89.46"
"0025/0046",-89.46,40.29,"40.29|-89.46"
"0025/0046",-89.46,40.36,"40.36|-89.46"
"0025/0046",-89.46,40.38,"40.38|-89.46"
"0025/0046",-89.46,40.46,"40.46|-89.46"
"0025/0046",-89.46,40.47,"40.47|-89.46"
"0025/0046",-89.46,40.54,"40.54|-89.46"
"0025/0046",-89.46,40.57,"40.57|-89.46"
"0025/0046",-89.46,40.62,"40.62|-89.46"
"0025/0046",-89.46,40.68,"40.68|-89.46"
"0025/0046",-89.46,40.71,"40.71|-89.46"
"0025/0046",-89.46,40.79,"40.79|-89.46"
"0025/0046",-89.46,40.88,"40.88|-89.46"
"0025/0046",-89.46,40.89,"40.89|-89.46"
"0025/0046",-89.46,40.96,"40.96|-89.46"
"0025/0046",-89.46,41,"41|-89.46"
"0025/0046",-89.46,41.04,"41.04|-89.46"
"0025/0046",-89.46,41.11,"41.11|-89.46"
"0025/0046",-89.46,41.12,"41.12|-89.46"
"0025/0046",-89.46,41.21,"41.21|-89.46"
"0025/0046",-89.46,41.29,"41.29|-89.46"
"0025/0046",-89.46,41.32,"41.32|-89.46"
"0025/0046",-89.46,41.38,"41.38|-89.46"
"0025/0046",-89.46,41.43,"41.43|-89.46"
"0025/0046",-89.46,41.46,"41.46|-89.46"
"0025/0046",-89.46,41.53,"41.53|-89.46"
"0025/0046",-89.46,41.54,"41.54|-89.46"
"0025/0046",-89.46,41.62,"41.62|-89.46"
"0025/0046",-89.46,41.64,"41.64|-89.46"
"0025/0046",-89.46,41.71,"41.71|-89.46"
"0025/0046",-89.46,41.75,"41.75|-89.46"
"0025/0046",-89.46,41.79,"41.79|-89.46"
"0025/0046",-89.46,41.88,"41.88|-89.46"
"0025/0046",-89.46,41.96,"41.96|-89.46"
"0024/0046",-89.46,42.04,"42.04|-89.46"
"0024/0046",-89.46,42.12,"42.12|-89.46"
"0024/0046",-89.46,42.21,"42.21|-89.46"
"0024/0046",-89.46,42.29,"42.29|-89.46"
"0024/0046",-89.46,42.38,"42.38|-89.46"
"0024/0046",-89.46,42.46,"42.46|-89.46"
"0024/0046",-89.46,42.54,"42.54|-89.46"
"0024/0046",-89.46,42.62,"42.62|-89.46"
"0024/0046",-89.46,42.71,"42.71|-89.46"
"0024/0046",-89.46,42.79,"42.79|-89.46"
"0024/0046",-89.46,42.88,"42.88|-89.46"
"0027/0046",-89.54,37.71,"37.71|-89.54"
"0027/0046",-89.54,37.79,"37.79|-89.54"
"0027/0046",-89.54,37.88,"37.88|-89.54"
"0027/0046",-89.54,37.96,"37.96|-89.54"
"0026/0046",-89.54,38.04,"38.04|-89.54"
"0026/0046",-89.54,38.12,"38.12|-89.54"
"0026/0046",-89.54,38.21,"38.21|-89.54"
"0026/0046",-89.54,38.29,"38.29|-89.54"
"0026/0046",-89.54,38.38,"38.38|-89.54"
"0026/0046",-89.54,38.46,"38.46|-89.54"
"0026/0046",-89.54,38.54,"38.54|-89.54"
"0026/0046",-89.54,38.62,"38.62|-89.54"
"0026/0046",-89.54,38.71,"38.71|-89.54"
"0026/0046",-89.54,38.79,"38.79|-89.54"
"0026/0046",-89.54,38.88,"38.88|-89.54"
"0026/0046",-89.54,38.96,"38.96|-89.54"
"0026/0046",-89.54,39.04,"39.04|-89.54"
"0026/0046",-89.54,39.12,"39.12|-89.54"
"0026/0046",-89.54,39.21,"39.21|-89.54"
"0026/0046",-89.54,39.29,"39.29|-89.54"
"0026/0046",-89.54,39.38,"39.38|-89.54"
"0026/0046",-89.54,39.46,"39.46|-89.54"
"0026/0046",-89.54,39.54,"39.54|-89.54"
"0026/0046",-89.54,39.62,"39.62|-89.54"
"0026/0046",-89.54,39.71,"39.71|-89.54"
"0026/0046",-89.54,39.79,"39.79|-89.54"
"0026/0046",-89.54,39.88,"39.88|-89.54"
"0026/0046",-89.54,39.96,"39.96|-89.54"
"0025/0046",-89.54,40.04,"40.04|-89.54"
"0025/0046",-89.54,40.12,"40.12|-89.54"
"0025/0046",-89.54,40.15,"40.15|-89.54"
"0025/0046",-89.54,40.21,"40.21|-89.54"
"0025/0046",-89.54,40.25,"40.25|-89.54"
"0025/0046",-89.54,40.29,"40.29|-89.54"
"0025/0046",-89.54,40.36,"40.36|-89.54"
"0025/0046",-89.54,40.38,"40.38|-89.54"
"0025/0046",-89.54,40.46,"40.46|-89.54"
"0025/0046",-89.54,40.47,"40.47|-89.54"
"0025/0046",-89.54,40.54,"40.54|-89.54"
"0025/0046",-89.54,40.57,"40.57|-89.54"
"0025/0046",-89.54,40.62,"40.62|-89.54"
"0025/0046",-89.54,40.68,"40.68|-89.54"
"0025/0046",-89.54,40.71,"40.71|-89.54"
